unique_id,product_id,machine_type,brand,location,product_type,air_temperature_K,process_temperature_K,temperature_C,rotational_speed_rpm,vibration_mm_s,pressure_bar,voltage_V,current_A,torque_Nm,tool_wear_min,machine_failure,failure_type,tool_wear_failure,heat_dissipation_failure,power_failure,overstain_failure,random_failures,timestamp,operating_hours,downtime_hours,maintenance_type,maintenance_cost,production_units,defect_rate
1642,M16501,Lathe,Siemens,Factory_A,Medium,298,308,24.85,1555,3.983421456,6.974044724,223.8021281,7.546008771,37,111,0,None,0,0,0,0,0,2025-03-10 09:00:00,1265,0,Preventive,270,405,1.221538827
1643,H31056,CNC,ABB,Factory_C,High,298,307.8,24.85,1588,3.214926401,6.720086093,223.2423002,7.537562036,35.4,114,0,None,0,0,0,0,0,2025-03-10 10:00:00,1579,0,Preventive,120,422,1.920826518
1644,L48823,CNC,Siemens,Factory_A,Low,298,307.8,24.85,1453,3.589335192,6.745332116,221.1240884,7.370316142,37.7,119,0,None,0,0,0,0,0,2025-03-10 11:00:00,1490,0,Preventive,194,352,0.164146593
1645,L48824,Press,ABB,Factory_A,Low,298,307.8,24.85,1622,3.47573777,6.547558808,225.2611204,7.019845189,33.3,121,0,None,0,0,0,0,0,2025-03-10 12:00:00,1218,0,Preventive,294,294,1.929661381
1646,L48825,Lathe,Bosch,Factory_A,Low,297.9,307.8,24.75,1538,3.190787745,6.59317554,224.1507849,7.349481755,38.5,123,0,None,0,0,0,0,0,2025-03-10 13:00:00,1347,0,Preventive,229,246,2.506542531
1647,M16506,Conveyor,Bosch,Factory_C,Medium,297.9,307.7,24.75,1527,3.662658833,7.421298287,216.1005617,8.93820062,42.8,125,0,None,0,0,0,0,0,2025-03-10 14:00:00,1761,0,Preventive,66,255,2.611607068
1648,L48827,CNC,GE,Factory_B,Low,297.8,307.8,24.65,1761,3.311085835,6.703877059,218.9009047,5.479925865,28.9,128,0,None,0,0,0,0,0,2025-03-10 15:00:00,1478,0,Preventive,230,256,2.312370453
1649,L48828,CNC,ABB,Factory_C,Low,297.9,307.8,24.75,1373,4.759595103,7.461945296,225.8137994,10.17259147,50.2,130,0,None,0,0,0,0,0,2025-03-10 16:00:00,1994,0,Preventive,268,420,2.210849422
1650,H31063,Lathe,Bosch,Factory_C,High,298,307.9,24.85,1482,4.47330242,6.79580837,211.0049119,7.118838458,37.8,132,0,None,0,0,0,0,0,2025-03-10 17:00:00,1364,0,Preventive,167,283,2.151206841
1651,M16510,Lathe,Bosch,Factory_B,Medium,298,307.9,24.85,1417,5.054463709,7.627741198,216.8329003,10.75608397,51,137,0,None,0,0,0,0,0,2025-03-10 18:00:00,1566,0,Preventive,119,263,2.54993668
1652,L48831,Conveyor,GE,Factory_A,Low,298,307.8,24.85,1414,5.277780811,7.029669352,217.061216,10.27745237,51.7,140,0,None,0,0,0,0,0,2025-03-10 19:00:00,1507,0,Preventive,226,256,1.157200337
1653,H31066,CNC,Siemens,Factory_A,High,297.9,307.8,24.75,1635,3.306583174,6.668219507,223.3164817,6.926515971,34,142,0,None,0,0,0,0,0,2025-03-10 20:00:00,1937,0,Preventive,235,282,0.352574884
1654,L48833,Press,Bosch,Factory_C,Low,298,307.8,24.85,1386,5.199960213,7.716409676,228.347784,11.61767342,57.3,147,0,None,0,0,0,0,0,2025-03-10 21:00:00,1485,0,Preventive,105,368,1.123817201
1655,L48834,Conveyor,Bosch,Factory_A,Low,298.2,308.1,25.05,1379,6.427551198,8.287737145,217.3241814,12.50211556,62.3,149,0,None,0,0,0,0,0,2025-03-10 22:00:00,1760,0,Preventive,144,295,0.129135923
1656,M16515,Press,ABB,Factory_C,Medium,298.2,308,25.05,1577,3.132869408,6.813151832,216.5086601,7.051544384,35.9,151,0,None,0,0,0,0,0,2025-03-10 23:00:00,1753,0,Preventive,286,403,2.223034622
1657,L48836,Lathe,Bosch,Factory_C,Low,298.2,308.1,25.05,1532,4.588795586,7.431103517,222.2837492,8.184755305,42.5,154,0,None,0,0,0,0,0,2025-03-11 00:00:00,1759,0,Preventive,87,201,0.056180634
1658,M16517,Lathe,Bosch,Factory_C,Medium,298.1,308,24.95,1374,4.411413815,7.556567751,218.0775292,9.653901764,48.8,156,0,None,0,0,0,0,0,2025-03-11 01:00:00,2137,0,Preventive,263,268,1.51103376
1659,H31072,Lathe,Siemens,Factory_A,High,298.1,308,24.95,1570,3.586167587,6.974184386,217.5033329,6.777105685,35.3,159,0,None,0,0,0,0,0,2025-03-11 02:00:00,1779,0,Preventive,138,383,0.20876522
1660,L48839,Conveyor,Siemens,Factory_A,Low,298.1,308,24.95,1697,3.130930924,6.864217777,215.9390164,5.996146464,31,164,0,None,0,0,0,0,0,2025-03-11 03:00:00,2201,0,Preventive,294,475,1.064955506
1661,L48840,CNC,Bosch,Factory_A,Low,298.2,308,25.05,1499,3.900839605,7.065903204,221.0258863,8.766929552,44.1,166,0,None,0,0,0,0,0,2025-03-11 04:00:00,1683,0,Preventive,237,374,2.04030281
1662,M16521,Press,Siemens,Factory_A,Medium,298.2,308,25.05,1411,5.021079898,7.449857321,220.8516008,9.756700723,47.2,168,0,None,0,0,0,0,0,2025-03-11 05:00:00,2321,0,Preventive,116,205,0.560416624
1663,H31076,Press,Siemens,Factory_A,High,298.2,307.9,25.05,1462,4.300597718,7.026464886,215.3357639,8.599754804,45.5,171,0,None,0,0,0,0,0,2025-03-11 06:00:00,2106,0,Preventive,248,252,1.437340401
1664,M16523,Conveyor,Siemens,Factory_B,Medium,298.1,307.9,24.95,1759,2.752371698,6.266868802,218.2117157,5.40129084,28.6,176,0,None,0,0,0,0,0,2025-03-11 07:00:00,2076,0,Preventive,212,286,1.326679253
1665,L48844,CNC,Siemens,Factory_B,Low,298.2,308,25.05,1535,3.841628721,6.695871259,221.1779048,6.902045865,38,179,0,None,0,0,0,0,0,2025-03-11 08:00:00,1833,0,Preventive,117,428,0.227290651
1666,H31079,Press,Siemens,Factory_B,High,298.2,307.9,25.05,1491,3.841026908,6.89046954,216.2025362,8.314071242,39.7,181,0,None,0,0,0,0,0,2025-03-11 09:00:00,2328,0,Preventive,106,285,0.949497634
1667,L48846,Press,Bosch,Factory_A,Low,298.2,307.9,25.05,1551,3.397993482,6.650963748,218.755729,6.88894078,36,186,0,None,0,0,0,0,0,2025-03-11 10:00:00,2236,0,Preventive,209,259,1.074408776
1668,L48847,Press,Siemens,Factory_A,Low,298.2,307.9,25.05,1769,3.043987857,6.359722426,212.9121262,5.854903902,27.2,188,0,None,0,0,0,0,0,2025-03-11 11:00:00,2598,0,Preventive,200,270,0.2830009
1669,L48848,Conveyor,Siemens,Factory_A,Low,298.2,307.9,25.05,1551,3.892506057,6.938948717,223.1934137,6.7643965,34.1,190,0,None,0,0,0,0,0,2025-03-11 12:00:00,2273,0,Preventive,96,272,0.858455941
1670,L48849,CNC,ABB,Factory_A,Low,298.2,307.9,25.05,1544,2.851837808,6.441213261,220.5021243,5.9670953,31.4,192,0,None,0,0,0,0,0,2025-03-11 13:00:00,1962,0,Preventive,126,289,0.161935424
1671,L48850,Press,Siemens,Factory_A,Low,298.2,307.8,25.05,1528,3.235566351,6.473341224,212.7793008,6.074378124,31.1,194,0,None,0,0,0,0,0,2025-03-11 14:00:00,2219,0,Preventive,184,239,1.745569125
1672,L48851,Conveyor,ABB,Factory_C,Low,298.1,307.9,24.95,1614,3.286554187,6.819637248,221.8392053,7.199277552,35.8,196,0,None,0,0,0,0,0,2025-03-11 15:00:00,1991,0,Preventive,147,498,0.498692268
1673,L48852,Lathe,ABB,Factory_A,Low,298.1,307.8,24.95,1432,4.866832991,7.795307933,219.8447206,10.1519502,49.8,198,0,None,0,0,0,0,0,2025-03-11 16:00:00,2595,0,Preventive,100,219,0.284075048
1674,M16533,CNC,Bosch,Factory_A,Medium,298.1,307.8,24.95,1384,4.454599164,7.324663852,224.7233985,8.695803665,43.7,200,0,None,0,0,0,0,0,2025-03-11 17:00:00,2280,0,Preventive,82,432,2.9225415
1675,L48854,CNC,ABB,Factory_A,Low,298.1,307.8,24.95,1540,4.615282818,6.9534321,215.8314474,7.257279451,37.8,203,0,None,0,0,0,0,0,2025-03-11 18:00:00,2691,0,Preventive,204,451,2.195541143
1676,L48855,Conveyor,ABB,Factory_C,Low,298,307.7,24.85,1407,4.357129548,7.142704186,218.2445711,8.389363605,43.9,205,0,None,0,0,0,0,0,2025-03-11 19:00:00,2513,0,Preventive,238,468,0.319910811
1677,H31090,CNC,ABB,Factory_C,High,297.9,307.6,24.75,1418,4.213352764,6.864509182,228.9009751,9.057269286,43,207,0,None,0,0,0,0,0,2025-03-11 20:00:00,2805,0,Preventive,227,343,2.168931671
1678,M16537,CNC,Siemens,Factory_A,Medium,297.9,307.5,24.75,1647,3.669590586,6.639375031,224.9237615,6.370749853,30.8,212,0,None,0,0,0,0,0,2025-03-11 21:00:00,2257,0,Preventive,145,258,1.849767446
1679,L48858,CNC,GE,Factory_A,Low,298,307.5,24.85,1644,2.738959983,6.466989236,214.324628,6.931243743,32.8,215,0,None,0,0,0,0,0,2025-03-11 22:00:00,2219,0,Preventive,194,445,0.050872529
1680,L48859,Conveyor,Bosch,Factory_A,Low,298,307.5,24.85,1792,2.994128655,6.906621384,218.4335347,6.086771733,27.9,217,0,None,0,0,0,0,0,2025-03-11 23:00:00,2340,0,Preventive,205,465,2.523126965
1681,M16540,Conveyor,GE,Factory_A,Medium,297.9,307.4,24.75,1610,3.271572117,6.35462783,226.1350429,6.61117446,34.6,219,0,None,0,0,0,0,0,2025-03-12 00:00:00,2700,0,Preventive,58,349,0.766211231
1682,M16541,Conveyor,GE,Factory_A,Medium,297.8,307.3,24.65,1804,2.443787372,6.526407382,221.0657629,5.092640509,26,222,0,None,0,0,0,0,0,2025-03-12 01:00:00,2948,0,Preventive,284,388,2.811494005
1683,H31096,Press,Bosch,Factory_A,High,297.9,307.4,24.75,1604,3.947800642,6.66937309,216.615119,7.254411823,36.1,225,1,Wear,1,0,0,0,0,2025-03-12 02:00:00,2614,5,Corrective,570,191,4.573905296
1684,M16543,Lathe,GE,Factory_A,Medium,297.9,307.4,24.75,1403,5.361846608,7.405731124,221.8797076,10.18375847,52.8,0,0,None,0,0,0,0,0,2025-03-12 03:00:00,69,0,Preventive,140,428,0.70110039
1685,L48864,Press,Bosch,Factory_A,Low,297.8,307.3,24.65,1438,5.354729055,7.092897817,226.7586311,9.279133126,44.5,3,0,None,0,0,0,0,0,2025-03-12 04:00:00,403,0,Preventive,230,329,1.112615832
1686,L48865,Conveyor,Bosch,Factory_A,Low,297.9,307.3,24.75,1824,2.688851381,6.198374248,219.0343747,5.416700579,26.3,5,0,None,0,0,0,0,0,2025-03-12 05:00:00,299,0,Preventive,146,223,0.29975489
1687,H31100,CNC,Bosch,Factory_A,High,297.9,307.3,24.75,1663,2.959225435,6.332147454,217.374895,5.994456847,28.7,7,0,None,0,0,0,0,0,2025-03-12 06:00:00,620,0,Preventive,167,201,1.932088333
1688,L48867,Press,ABB,Factory_A,Low,297.9,307.3,24.75,1502,4.273590645,6.979683182,216.7939094,7.588575261,36.7,12,0,None,0,0,0,0,0,2025-03-12 07:00:00,479,0,Preventive,98,436,1.183027626
1689,L48868,Press,Bosch,Factory_C,Low,297.9,307.4,24.75,1606,3.049948472,6.494987333,219.6070281,6.956983896,35.5,14,0,None,0,0,0,0,0,2025-03-12 08:00:00,871,0,Preventive,68,299,1.483762785
1690,L48869,Lathe,GE,Factory_A,Low,297.9,307.5,24.75,1561,4.573927026,6.659711372,206.2454992,7.478085194,37.7,16,0,None,0,0,0,0,0,2025-03-12 09:00:00,469,0,Preventive,232,439,0.122925088
1691,M16550,Conveyor,ABB,Factory_A,Medium,297.9,307.4,24.75,1435,4.343050678,7.205017425,216.3924828,8.714564427,42.9,18,0,None,0,0,0,0,0,2025-03-12 10:00:00,242,0,Preventive,97,375,1.294529183
1692,L48871,Press,GE,Factory_C,Low,297.9,307.5,24.75,1602,3.836423095,6.984828844,215.657957,7.268460688,38.3,21,0,None,0,0,0,0,0,2025-03-12 11:00:00,576,0,Preventive,131,241,0.637169453
1693,M16552,Press,Siemens,Factory_C,Medium,298.1,307.6,24.95,1764,2.49178569,6.513418578,219.2018401,5.233892685,27.7,23,0,None,0,0,0,0,0,2025-03-12 12:00:00,302,0,Preventive,192,288,2.121519157
1694,H31107,Press,ABB,Factory_B,High,298,307.5,24.85,1683,2.490653637,6.615462245,215.6988654,5.86176823,27.8,26,0,None,0,0,0,0,0,2025-03-12 13:00:00,304,0,Preventive,271,400,1.265342981
1695,L48874,CNC,ABB,Factory_C,Low,298,307.5,24.85,1618,2.845487533,6.777785598,222.1465324,7.076762839,35.2,31,0,None,0,0,0,0,0,2025-03-12 14:00:00,1069,0,Preventive,179,239,1.880179171
1696,L48875,Lathe,Bosch,Factory_C,Low,298,307.6,24.85,1509,4.008452554,7.384120391,220.8110895,8.02417599,41.6,33,0,None,0,0,0,0,0,2025-03-12 15:00:00,485,0,Preventive,225,453,2.08463
1697,L48876,Lathe,GE,Factory_C,Low,297.9,307.6,24.75,1550,4.202871104,6.860019481,217.0247914,7.716896488,39,35,0,None,0,0,0,0,0,2025-03-12 16:00:00,1103,0,Preventive,125,375,0.740231384
1698,M16557,Conveyor,Bosch,Factory_A,Medium,297.9,307.6,24.75,1519,3.976123541,7.443735732,215.3217598,8.001699504,44,37,0,None,0,0,0,0,0,2025-03-12 17:00:00,943,0,Preventive,277,371,1.901723014
1699,L48878,Lathe,Bosch,Factory_A,Low,297.9,307.6,24.75,1481,3.772706585,6.99951088,219.2854202,8.194277552,38,40,0,None,0,0,0,0,0,2025-03-12 18:00:00,547,0,Preventive,109,487,0.776682872
1700,L48879,Conveyor,ABB,Factory_C,Low,298.1,307.7,24.95,1289,4.549176464,7.436168153,221.4491704,9.087241417,48.3,42,0,None,0,0,0,0,0,2025-03-12 19:00:00,1126,0,Preventive,240,239,0.767548757
1701,M16560,Press,ABB,Factory_A,Medium,298,307.6,24.85,1844,2.494223325,6.210798604,218.8908561,4.29263296,23.8,44,0,None,0,0,0,0,0,2025-03-12 20:00:00,1176,0,Preventive,242,431,2.281866679
1702,L48881,CNC,Bosch,Factory_A,Low,298,307.7,24.85,1479,4.499234533,6.946744145,228.5122305,8.551785609,42.5,47,0,None,0,0,0,0,0,2025-03-12 21:00:00,634,0,Preventive,218,421,1.131192459
1703,L48882,Press,GE,Factory_C,Low,298,307.7,24.85,1430,4.505877171,7.398108405,217.7123953,9.539102272,47.3,49,0,None,0,0,0,0,0,2025-03-12 22:00:00,892,0,Preventive,62,357,2.984346509
1704,M16563,Press,Bosch,Factory_A,Medium,298.1,307.8,24.95,1636,3.965723408,6.998469548,220.1301239,6.485375311,36.7,51,0,None,0,0,0,0,0,2025-03-12 23:00:00,1099,0,Preventive,184,297,1.63149086
1705,M16564,Lathe,Bosch,Factory_C,Medium,298.1,307.8,24.95,1503,4.327764626,7.329083816,221.9247101,9.908911052,44.7,54,0,None,0,0,0,0,0,2025-03-13 00:00:00,771,0,Preventive,208,381,0.002207569
1706,M16565,CNC,GE,Factory_C,Medium,298.1,307.8,24.95,1608,2.970079254,6.609344353,215.6664918,6.319846366,32.6,57,0,None,0,0,0,0,0,2025-03-13 01:00:00,1165,0,Preventive,278,476,2.98255978
1707,L48886,Press,Siemens,Factory_C,Low,298.2,307.8,25.05,1521,4.380449661,6.703548662,217.6365618,8.977646744,42.9,60,0,None,0,0,0,0,0,2025-03-13 02:00:00,1086,0,Preventive,286,457,0.395547336
1708,L48887,Press,GE,Factory_B,Low,298.2,307.8,25.05,1439,4.130299852,6.926406779,222.4940383,8.243545409,41.6,62,0,None,0,0,0,0,0,2025-03-13 03:00:00,1013,0,Preventive,96,482,2.593017422
1709,L48888,CNC,ABB,Factory_C,Low,298.2,307.8,25.05,1627,2.66200788,6.459448288,219.3851483,6.269436249,31.5,64,0,None,0,0,0,0,0,2025-03-13 04:00:00,1389,0,Preventive,278,324,0.595197748
1710,L48889,Conveyor,Siemens,Factory_C,Low,298.2,307.8,25.05,1749,3.159017923,6.315541203,219.0661963,4.987602291,26.1,66,0,None,0,0,0,0,0,2025-03-13 05:00:00,734,0,Preventive,279,483,1.891327315
1711,L48890,Lathe,Bosch,Factory_A,Low,298.2,307.8,25.05,1530,4.569269311,7.01694109,219.2639173,7.085624311,35.9,68,0,None,0,0,0,0,0,2025-03-13 06:00:00,866,0,Preventive,238,257,2.222657294
1712,L48891,Lathe,Bosch,Factory_B,Low,298.2,307.8,25.05,1355,5.258943074,7.215491852,221.134453,10.2571419,51.3,70,0,None,0,0,0,0,0,2025-03-13 07:00:00,871,0,Preventive,241,381,2.82637701
1713,L48892,Lathe,Siemens,Factory_A,Low,298.3,307.9,25.15,1551,3.79510957,6.713013857,216.1462976,7.192998283,33.8,72,0,None,0,0,0,0,0,2025-03-13 08:00:00,1427,0,Preventive,207,424,0.093363034
1714,L48893,Lathe,GE,Factory_C,Low,298.2,307.8,25.05,1515,5.753901283,7.520486479,224.1959226,9.628620749,46.7,74,0,None,0,0,0,0,0,2025-03-13 09:00:00,1322,0,Preventive,79,356,0.03782582
1715,L48894,CNC,GE,Factory_A,Low,298.2,307.8,25.05,1388,4.587770754,7.528121781,218.0858228,9.73577497,48.6,76,0,None,0,0,0,0,0,2025-03-13 10:00:00,1339,0,Preventive,99,388,1.74208262
1716,L48895,Lathe,Bosch,Factory_A,Low,298.2,307.8,25.05,1585,3.125080768,6.867591008,221.3494326,7.151405911,34.6,78,0,None,0,0,0,0,0,2025-03-13 11:00:00,1222,0,Preventive,114,356,0.58794024
1717,L48896,Press,Bosch,Factory_B,Low,298.1,307.7,24.95,1523,3.226622893,6.929375541,221.0153486,6.68157062,37.7,80,0,None,0,0,0,0,0,2025-03-13 12:00:00,907,0,Preventive,77,481,2.855614182
1718,L48897,Lathe,Siemens,Factory_A,Low,298.2,307.6,25.05,1369,5.880347819,7.961630035,222.6382727,10.98855543,54.5,82,0,None,0,0,0,0,0,2025-03-13 13:00:00,1612,0,Preventive,64,386,0.714835052
1719,M16578,Conveyor,GE,Factory_A,Medium,298.2,307.7,25.05,1681,3.129780979,6.797260529,226.0367534,5.420835192,31,84,0,None,0,0,0,0,0,2025-03-13 14:00:00,1095,0,Preventive,215,370,0.620769998
1720,L48899,Lathe,GE,Factory_C,Low,298.2,307.7,25.05,1503,3.989176846,6.740613011,211.3491727,7.262178819,38.3,87,0,None,0,0,0,0,0,2025-03-13 15:00:00,1038,0,Preventive,116,343,0.327049687
1721,L48900,Lathe,Siemens,Factory_A,Low,298.2,307.7,25.05,1459,3.798822226,7.272180285,223.00537,8.551324491,44.5,89,0,None,0,0,0,0,0,2025-03-13 16:00:00,1191,0,Preventive,177,240,0.981353605
1722,L48901,Press,Bosch,Factory_B,Low,298.2,307.7,25.05,1688,2.436851554,6.795071194,216.1520754,6.049176228,32.4,91,0,None,0,0,0,0,0,2025-03-13 17:00:00,1113,0,Preventive,108,207,2.387346957
1723,M16582,Press,Bosch,Factory_C,Medium,298.2,307.7,25.05,1952,1.729912636,6.053249636,227.0429563,4.37068059,21.6,93,0,None,0,0,0,0,0,2025-03-13 18:00:00,1307,0,Preventive,68,257,2.573806262
1724,L48903,CNC,GE,Factory_B,Low,298.2,307.8,25.05,2029,1.873380965,6.185219334,210.7737059,4.47989282,19.9,96,0,None,0,0,0,0,0,2025-03-13 19:00:00,1054,0,Preventive,68,265,0.055329851
1725,M16584,Press,GE,Factory_A,Medium,298.3,307.8,25.15,1457,5.420891184,7.46672155,225.2445318,10.44380719,52.5,98,0,None,0,0,0,0,0,2025-03-13 20:00:00,1605,0,Preventive,276,345,2.917974221
1726,M16585,Lathe,ABB,Factory_C,Medium,298.3,307.8,25.15,1392,5.419570727,7.716441456,223.0579019,10.41021426,50.4,101,0,None,0,0,0,0,0,2025-03-13 21:00:00,1717,0,Preventive,179,446,0.087483324
1727,L48906,Press,GE,Factory_C,Low,298.3,307.8,25.15,1906,2.890800089,5.920234286,224.0638429,4.395407997,22.1,104,0,None,0,0,0,0,0,2025-03-13 22:00:00,1830,0,Preventive,231,491,1.89932288
1728,M16587,Conveyor,Bosch,Factory_B,Medium,298.3,307.7,25.15,1602,3.351385429,6.602889189,221.7791763,7.259240791,33.4,106,0,None,0,0,0,0,0,2025-03-13 23:00:00,1711,0,Preventive,108,313,2.903962558
1729,L48908,Press,Siemens,Factory_A,Low,298.3,307.7,25.15,1465,5.277821096,7.574147415,218.6071579,9.377037728,49.4,109,0,None,0,0,0,0,0,2025-03-14 00:00:00,1134,0,Preventive,192,416,0.589903843
1730,M16589,Conveyor,ABB,Factory_A,Medium,298.3,307.7,25.15,1439,4.408452604,7.420011046,223.8289761,9.28231973,43.8,111,0,None,0,0,0,0,0,2025-03-14 01:00:00,1145,0,Preventive,218,257,2.820981866
1731,M16590,CNC,ABB,Factory_C,Medium,298.3,307.8,25.15,1330,5.365706882,7.762857648,221.286293,11.30595167,55.4,114,0,None,0,0,0,0,0,2025-03-14 02:00:00,1494,0,Preventive,223,252,0.138867589
1732,M16591,Conveyor,ABB,Factory_A,Medium,298.3,307.9,25.15,1485,3.935489166,6.780973286,224.9872552,8.212963535,42,117,0,None,0,0,0,0,0,2025-03-14 03:00:00,1485,0,Preventive,289,301,1.256808857
1733,H31146,CNC,ABB,Factory_A,High,298.4,307.9,25.25,1700,2.78790521,6.296227885,223.3716948,5.557217992,28.2,120,0,None,0,0,0,0,0,2025-03-14 04:00:00,1910,0,Preventive,152,326,1.269035073
1734,L48913,Press,Siemens,Factory_B,Low,298.4,308,25.25,1515,4.396719475,7.075719129,218.1918239,8.51994459,42.8,125,0,None,0,0,0,0,0,2025-03-14 05:00:00,1457,0,Preventive,235,486,1.321707575
1735,M16594,Conveyor,ABB,Factory_A,Medium,298.5,308.1,25.35,1501,3.406916712,7.000305018,222.1806362,7.906483531,39.2,127,0,None,0,0,0,0,0,2025-03-14 06:00:00,2002,0,Preventive,187,446,2.073310854
1736,L48915,Press,GE,Factory_B,Low,298.4,308,25.25,1380,5.377744067,7.363846832,215.1796532,9.956170501,47.6,130,0,None,0,0,0,0,0,2025-03-14 07:00:00,1464,0,Preventive,149,255,2.442746516
1737,L48916,Conveyor,GE,Factory_B,Low,298.4,307.9,25.25,1544,3.255391355,6.285868904,219.6495627,6.848060953,35.9,132,0,None,0,0,0,0,0,2025-03-14 08:00:00,1636,0,Preventive,115,464,1.57201682
1738,L48917,Press,Siemens,Factory_C,Low,298.4,307.9,25.25,1743,2.236448752,6.347408624,222.5922113,5.588505132,27.3,134,0,None,0,0,0,0,0,2025-03-14 09:00:00,1806,0,Preventive,209,267,2.162543003
1739,H31152,Press,Bosch,Factory_A,High,298.4,307.9,25.25,1948,2.193750466,6.002770792,224.476292,4.204005303,21.4,136,0,None,0,0,0,0,0,2025-03-14 10:00:00,1473,0,Preventive,172,371,0.972679681
1740,H31153,Conveyor,ABB,Factory_C,High,298.5,307.9,25.35,1260,6.121667199,7.643416975,222.0789254,10.89536869,54.2,141,0,None,0,0,0,0,0,2025-03-14 11:00:00,2174,0,Preventive,75,467,0.694285619
1741,M16600,Conveyor,ABB,Factory_A,Medium,298.5,307.9,25.35,1640,3.340914479,6.544397487,223.1134387,7.038731206,33.1,146,0,None,0,0,0,0,0,2025-03-14 12:00:00,2006,0,Preventive,174,452,2.00031817
1742,M16601,Conveyor,Siemens,Factory_C,Medium,298.5,308,25.35,1363,4.609465027,7.485414663,220.5236043,10.23310286,49.2,149,0,None,0,0,0,0,0,2025-03-14 13:00:00,1942,0,Preventive,118,244,2.168701207
1743,L48922,CNC,Siemens,Factory_C,Low,298.5,308,25.35,1379,5.48330321,7.813060991,223.843905,9.806102217,49.6,152,0,None,0,0,0,0,0,2025-03-14 14:00:00,1795,0,Preventive,78,328,0.374216227
1744,M16603,Conveyor,Bosch,Factory_C,Medium,298.5,308,25.35,1713,1.987527494,6.234591734,228.5823774,4.953823382,25.8,154,0,None,0,0,0,0,0,2025-03-14 15:00:00,1614,0,Preventive,93,296,0.40484306
1745,M16604,Press,Bosch,Factory_C,Medium,298.5,308,25.35,1461,4.527784266,7.932523039,217.2898812,10.34776924,51.9,157,0,None,0,0,0,0,0,2025-03-14 16:00:00,1639,0,Preventive,205,213,0.915303091
1746,L48925,Press,GE,Factory_C,Low,298.5,308,25.35,1624,3.251146019,6.633133631,219.5725392,6.06999963,29.8,160,0,None,0,0,0,0,0,2025-03-14 17:00:00,2320,0,Preventive,54,446,0.652815466
1747,L48926,Lathe,Siemens,Factory_A,Low,298.4,308,25.25,1526,4.511077505,6.809882258,222.1079212,8.575913922,41.1,162,0,None,0,0,0,0,0,2025-03-14 18:00:00,2301,0,Preventive,115,278,1.05164844
1748,L48927,Press,Siemens,Factory_B,Low,298.4,307.9,25.25,2381,1.580908656,5.517154476,226.4416016,2.176293495,14.2,164,0,None,0,0,0,0,0,2025-03-14 19:00:00,1796,0,Preventive,143,489,0.047428672
1749,H31162,CNC,Siemens,Factory_A,High,298.4,307.7,25.25,1626,2.855842201,6.294075952,215.4784132,6.382985202,31.1,166,0,None,0,0,0,0,1,2025-03-14 20:00:00,1665,0,Preventive,141,219,0.006513501
1750,L48929,Lathe,GE,Factory_A,Low,298.3,307.7,25.15,1576,2.79355197,6.794366871,228.0013766,6.242032449,33.8,171,0,None,0,0,0,0,0,2025-03-14 21:00:00,1906,0,Preventive,151,463,0.590166113
1751,M16610,Press,Bosch,Factory_A,Medium,298.4,307.8,25.25,1617,3.509152755,6.277721784,219.8196001,7.157009693,31.6,173,0,None,0,0,0,0,0,2025-03-14 22:00:00,2099,0,Preventive,225,444,1.96086311
1752,L48931,Press,GE,Factory_C,Low,298.3,307.6,25.15,1942,2.679825444,6.24263662,218.1201788,4.272174959,20.6,176,0,None,0,0,0,0,0,2025-03-14 23:00:00,2061,0,Preventive,171,332,0.124372809
1753,L48932,Press,Bosch,Factory_A,Low,298.2,307.6,25.05,1492,3.723890411,6.598813786,218.2266234,7.565448918,37.2,178,0,None,0,0,0,0,0,2025-03-15 00:00:00,2061,0,Preventive,289,285,2.957823577
1754,L48933,Press,Bosch,Factory_B,Low,298.2,307.5,25.05,1470,5.201171731,7.814493808,220.8757845,10.58534252,51.3,180,0,None,0,0,0,0,0,2025-03-15 01:00:00,2352,0,Preventive,138,373,2.567853485
1755,M16614,Press,ABB,Factory_A,Medium,298,307.4,24.85,1463,5.177182054,7.596137813,219.92165,9.261268414,46.5,182,0,None,0,0,0,0,0,2025-03-15 02:00:00,2034,0,Preventive,188,440,1.033296296
1756,L48935,Lathe,Siemens,Factory_C,Low,298,307.3,24.85,1424,4.36470364,7.630924394,220.9456953,9.238270718,46.5,185,0,None,0,0,0,0,0,2025-03-15 03:00:00,2347,0,Preventive,118,206,2.230425007
1757,M16616,CNC,ABB,Factory_B,Medium,298.1,307.4,24.95,1363,5.803614955,7.938639625,225.3653948,12.03852287,60.1,187,0,None,0,0,0,0,0,2025-03-15 04:00:00,2046,0,Preventive,112,233,0.410978442
1758,M16617,Conveyor,Siemens,Factory_A,Medium,298.1,307.4,24.95,1335,5.728214039,7.941248152,215.9016559,11.29666636,56.2,190,0,None,0,0,0,0,0,2025-03-15 05:00:00,2576,0,Preventive,104,228,2.366282927
1759,L48938,Conveyor,Bosch,Factory_C,Low,298.1,307.4,24.95,1608,3.441878921,6.866825909,219.2126166,6.883132335,33.9,193,0,None,0,0,0,0,0,2025-03-15 06:00:00,1934,0,Preventive,60,288,1.463461281
1760,H31173,Press,ABB,Factory_A,High,298,307.4,24.85,1606,3.822415307,6.605838704,216.5599662,6.633881321,35.2,195,0,None,0,0,0,0,0,2025-03-15 07:00:00,2732,0,Preventive,212,311,1.020899477
